name,stat,value,value_normalized
Sudowoodo,speed,30,"14,29"
Politoed,speed,70,"37,14"
Politoed,speed,70,"37,14"
Hoppip,speed,50,"25,71"
Hoppip,speed,50,"25,71"
Skiploom,speed,80,"42,86"
Skiploom,speed,80,"42,86"
Jumpluff,speed,110,"60,0"
Jumpluff,speed,110,"60,0"
Aipom,speed,85,"45,71"
Aipom,speed,85,"45,71"
Sunkern,speed,30,"14,29"
Sunkern,speed,30,"14,29"
Sunflora,speed,30,"14,29"
Sunflora,speed,30,"14,29"
Yanma,speed,95,"51,43"
Yanma,speed,95,"51,43"
Wooper,speed,15,"5,71"
Wooper,speed,15,"5,71"
Quagsire,speed,35,"17,14"
Quagsire,speed,35,"17,14"
Espeon,speed,110,"60,0"
Espeon,speed,110,"60,0"
Umbreon,speed,65,"34,29"
Umbreon,speed,65,"34,29"
Murkrow,speed,91,"49,14"
Murkrow,speed,91,"49,14"
Slowking,speed,30,"14,29"
Slowking,speed,30,"14,29"
Misdreavus,speed,85,"45,71"
Misdreavus,speed,85,"45,71"
Unown,speed,48,"24,57"
Unown,speed,48,"24,57"
Wobbuffet,speed,33,"16,0"
Wobbuffet,speed,33,"16,0"
Girafarig,speed,85,"45,71"
Girafarig,speed,85,"45,71"
Pineco,speed,15,"5,71"
Pineco,speed,15,"5,71"
Forretress,speed,40,"20,0"
Forretress,speed,40,"20,0"
Dunsparce,speed,45,"22,86"
Dunsparce,speed,45,"22,86"
Gligar,speed,85,"45,71"
Gligar,speed,85,"45,71"
Steelix,speed,30,"14,29"
Steelix,speed,30,"14,29"
Snubbull,speed,30,"14,29"
Snubbull,speed,30,"14,29"
Granbull,speed,45,"22,86"
Granbull,speed,45,"22,86"
Qwilfish,speed,85,"45,71"
Qwilfish,speed,85,"45,71"
Scizor,speed,75,"40,0"
Scizor,speed,75,"40,0"
Shuckle,speed,5,"0,0"
Shuckle,speed,5,"0,0"
Heracross,speed,75,"40,0"
Heracross,speed,75,"40,0"
Sneasel,speed,115,"62,86"
Sneasel,speed,115,"62,86"
Teddiursa,speed,40,"20,0"
Teddiursa,speed,40,"20,0"
Ursaring,speed,55,"28,57"
Ursaring,speed,55,"28,57"
Slugma,speed,20,"8,57"
Slugma,speed,20,"8,57"
Magcargo,speed,30,"14,29"
Magcargo,speed,30,"14,29"
Swinub,speed,50,"25,71"
Swinub,speed,50,"25,71"
Piloswine,speed,50,"25,71"
Piloswine,speed,50,"25,71"
Corsola,speed,35,"17,14"
Corsola,speed,35,"17,14"
Remoraid,speed,65,"34,29"
Remoraid,speed,65,"34,29"
Octillery,speed,45,"22,86"
Octillery,speed,45,"22,86"
Delibird,speed,75,"40,0"
Delibird,speed,75,"40,0"
Mantine,speed,70,"37,14"
Mantine,speed,70,"37,14"
Skarmory,speed,70,"37,14"
Skarmory,speed,70,"37,14"
Houndour,speed,65,"34,29"
Houndour,speed,65,"34,29"
Houndoom,speed,115,"62,86"
Houndoom,speed,115,"62,86"
Kingdra,speed,85,"45,71"
Kingdra,speed,85,"45,71"
Phanpy,speed,40,"20,0"
Phanpy,speed,40,"20,0"
Donphan,speed,50,"25,71"
Donphan,speed,50,"25,71"
Porygon2,speed,60,"31,43"
Porygon2,speed,60,"31,43"
Stantler,speed,85,"45,71"
Stantler,speed,85,"45,71"
Smeargle,speed,75,"40,0"
Smeargle,speed,75,"40,0"
Tyrogue,speed,35,"17,14"
Tyrogue,speed,35,"17,14"
Hitmontop,speed,70,"37,14"
Hitmontop,speed,70,"37,14"
Smoochum,speed,65,"34,29"
Smoochum,speed,65,"34,29"
Elekid,speed,95,"51,43"
Elekid,speed,95,"51,43"
Magby,speed,83,"44,57"
Magby,speed,83,"44,57"
Miltank,speed,100,"54,29"
Miltank,speed,100,"54,29"
Blissey,speed,55,"28,57"
Blissey,speed,55,"28,57"
Raikou,speed,115,"62,86"
Raikou,speed,115,"62,86"
Entei,speed,100,"54,29"
Entei,speed,100,"54,29"
Suicune,speed,85,"45,71"
Suicune,speed,85,"45,71"
Larvitar,speed,41,"20,57"
Larvitar,speed,41,"20,57"
Pupitar,speed,51,"26,29"
Pupitar,speed,51,"26,29"
Tyranitar,speed,71,"37,71"
Tyranitar,speed,71,"37,71"
Lugia,speed,110,"60,0"
Lugia,speed,110,"60,0"
Ho-Oh,speed,90,"48,57"
Ho-Oh,speed,90,"48,57"
Celebi,speed,100,"54,29"
Celebi,speed,100,"54,29"
Treecko,speed,70,"37,14"
Treecko,speed,70,"37,14"
Grovyle,speed,95,"51,43"
Grovyle,speed,95,"51,43"
Sceptile,speed,145,"80,0"
Sceptile,speed,145,"80,0"
Torchic,speed,45,"22,86"
Torchic,speed,45,"22,86"
Combusken,speed,55,"28,57"
Combusken,speed,55,"28,57"
Blaziken,speed,100,"54,29"
Blaziken,speed,100,"54,29"
Mudkip,speed,40,"20,0"
Mudkip,speed,40,"20,0"
Marshtomp,speed,50,"25,71"
Marshtomp,speed,50,"25,71"
Swampert,speed,70,"37,14"
Swampert,speed,70,"37,14"
Poochyena,speed,35,"17,14"
Poochyena,speed,35,"17,14"
Mightyena,speed,70,"37,14"
Mightyena,speed,70,"37,14"
Zigzagoon,speed,60,"31,43"
Zigzagoon,speed,60,"31,43"
Linoone,speed,100,"54,29"
Linoone,speed,100,"54,29"
Wurmple,speed,20,"8,57"
Wurmple,speed,20,"8,57"
Silcoon,speed,15,"5,71"
Silcoon,speed,15,"5,71"
Beautifly,speed,65,"34,29"
Beautifly,speed,65,"34,29"
Cascoon,speed,15,"5,71"
Cascoon,speed,15,"5,71"
Dustox,speed,65,"34,29"
Dustox,speed,65,"34,29"
Lotad,speed,30,"14,29"
Lotad,speed,30,"14,29"
Lombre,speed,50,"25,71"
Lombre,speed,50,"25,71"
Ludicolo,speed,70,"37,14"
Ludicolo,speed,70,"37,14"
Seedot,speed,30,"14,29"
Seedot,speed,30,"14,29"
Nuzleaf,speed,60,"31,43"
Nuzleaf,speed,60,"31,43"
Shiftry,speed,80,"42,86"
Shiftry,speed,80,"42,86"
Taillow,speed,85,"45,71"
Taillow,speed,85,"45,71"
Swellow,speed,125,"68,57"
Swellow,speed,125,"68,57"
Wingull,speed,85,"45,71"
Wingull,speed,85,"45,71"
Pelipper,speed,65,"34,29"
Pelipper,speed,65,"34,29"
Ralts,speed,40,"20,0"
Ralts,speed,40,"20,0"
Kirlia,speed,50,"25,71"
Kirlia,speed,50,"25,71"
Gardevoir,speed,100,"54,29"
Gardevoir,speed,100,"54,29"
Surskit,speed,65,"34,29"
Surskit,speed,65,"34,29"
Masquerain,speed,80,"42,86"
Masquerain,speed,80,"42,86"
Shroomish,speed,35,"17,14"
Shroomish,speed,35,"17,14"
Breloom,speed,70,"37,14"
Breloom,speed,70,"37,14"
Slakoth,speed,30,"14,29"
Slakoth,speed,30,"14,29"
Vigoroth,speed,90,"48,57"
Vigoroth,speed,90,"48,57"
Slaking,speed,100,"54,29"
Slaking,speed,100,"54,29"
Nincada,speed,40,"20,0"
Nincada,speed,40,"20,0"
Ninjask,speed,160,"88,57"
Ninjask,speed,160,"88,57"
Shedinja,speed,40,"20,0"
Shedinja,speed,40,"20,0"
Whismur,speed,28,"13,14"
Whismur,speed,28,"13,14"
Loudred,speed,48,"24,57"
Loudred,speed,48,"24,57"
Exploud,speed,68,"36,0"
Exploud,speed,68,"36,0"
Makuhita,speed,25,"11,43"
Makuhita,speed,25,"11,43"
Hariyama,speed,50,"25,71"
Hariyama,speed,50,"25,71"
Azurill,speed,20,"8,57"
Azurill,speed,20,"8,57"
Nosepass,speed,30,"14,29"
Nosepass,speed,30,"14,29"
Skitty,speed,50,"25,71"
Skitty,speed,50,"25,71"
Delcatty,speed,90,"48,57"
Delcatty,speed,90,"48,57"
Sableye,speed,20,"8,57"
Sableye,speed,20,"8,57"
Mawile,speed,50,"25,71"
Mawile,speed,50,"25,71"
Aron,speed,30,"14,29"
Aron,speed,30,"14,29"
Lairon,speed,40,"20,0"
Lairon,speed,40,"20,0"
Aggron,speed,50,"25,71"
Aggron,speed,50,"25,71"
Meditite,speed,60,"31,43"
Meditite,speed,60,"31,43"
Medicham,speed,100,"54,29"
Medicham,speed,100,"54,29"
Electrike,speed,65,"34,29"
Electrike,speed,65,"34,29"
Manectric,speed,135,"74,29"
Manectric,speed,135,"74,29"
Plusle,speed,95,"51,43"
Plusle,speed,95,"51,43"
Minun,speed,95,"51,43"
Minun,speed,95,"51,43"
Volbeat,speed,85,"45,71"
Volbeat,speed,85,"45,71"
Illumise,speed,85,"45,71"
Illumise,speed,85,"45,71"
Roselia,speed,65,"34,29"
Roselia,speed,65,"34,29"
Gulpin,speed,40,"20,0"
Gulpin,speed,40,"20,0"
Swalot,speed,55,"28,57"
Swalot,speed,55,"28,57"
Carvanha,speed,65,"34,29"
Carvanha,speed,65,"34,29"
Sharpedo,speed,105,"57,14"
Sharpedo,speed,105,"57,14"
Wailmer,speed,60,"31,43"
Wailmer,speed,60,"31,43"
Wailord,speed,60,"31,43"
Wailord,speed,60,"31,43"
Numel,speed,35,"17,14"
Numel,speed,35,"17,14"
Camerupt,speed,20,"8,57"
Camerupt,speed,20,"8,57"
Torkoal,speed,20,"8,57"
Torkoal,speed,20,"8,57"
Spoink,speed,60,"31,43"
Spoink,speed,60,"31,43"
Grumpig,speed,80,"42,86"
Grumpig,speed,80,"42,86"
Spinda,speed,60,"31,43"
Spinda,speed,60,"31,43"
Trapinch,speed,10,"2,86"
Trapinch,speed,10,"2,86"
Vibrava,speed,70,"37,14"
Vibrava,speed,70,"37,14"
Flygon,speed,100,"54,29"
Flygon,speed,100,"54,29"
Cacnea,speed,35,"17,14"
Cacnea,speed,35,"17,14"
Cacturne,speed,55,"28,57"
Cacturne,speed,55,"28,57"
Swablu,speed,50,"25,71"
Swablu,speed,50,"25,71"
Altaria,speed,80,"42,86"
Altaria,speed,80,"42,86"
Zangoose,speed,90,"48,57"
Zangoose,speed,90,"48,57"
Seviper,speed,65,"34,29"
Seviper,speed,65,"34,29"
Lunatone,speed,70,"37,14"
Lunatone,speed,70,"37,14"
Solrock,speed,70,"37,14"
Solrock,speed,70,"37,14"
Barboach,speed,60,"31,43"
Barboach,speed,60,"31,43"
Whiscash,speed,60,"31,43"
Whiscash,speed,60,"31,43"
Corphish,speed,35,"17,14"
Corphish,speed,35,"17,14"
Crawdaunt,speed,55,"28,57"
Crawdaunt,speed,55,"28,57"
Baltoy,speed,55,"28,57"
Baltoy,speed,55,"28,57"
Claydol,speed,75,"40,0"
Claydol,speed,75,"40,0"
Lileep,speed,23,"10,29"
Lileep,speed,23,"10,29"
Cradily,speed,43,"21,71"
Cradily,speed,43,"21,71"
Anorith,speed,75,"40,0"
Anorith,speed,75,"40,0"
Armaldo,speed,45,"22,86"
Armaldo,speed,45,"22,86"
Feebas,speed,80,"42,86"
Feebas,speed,80,"42,86"
Milotic,speed,81,"43,43"
Milotic,speed,81,"43,43"
Castform,speed,70,"37,14"
Castform,speed,70,"37,14"
Kecleon,speed,40,"20,0"
Kecleon,speed,40,"20,0"
Shuppet,speed,45,"22,86"
Shuppet,speed,45,"22,86"
Banette,speed,75,"40,0"
Banette,speed,75,"40,0"
Duskull,speed,25,"11,43"
Duskull,speed,25,"11,43"
Dusclops,speed,25,"11,43"
Dusclops,speed,25,"11,43"
Tropius,speed,51,"26,29"
Tropius,speed,51,"26,29"
Chimecho,speed,65,"34,29"
Chimecho,speed,65,"34,29"
Absol,speed,115,"62,86"
Absol,speed,115,"62,86"
Wynaut,speed,23,"10,29"
Wynaut,speed,23,"10,29"
Snorunt,speed,50,"25,71"
Snorunt,speed,50,"25,71"
Glalie,speed,100,"54,29"
Glalie,speed,100,"54,29"
Spheal,speed,25,"11,43"
Spheal,speed,25,"11,43"
Sealeo,speed,45,"22,86"
Sealeo,speed,45,"22,86"
Walrein,speed,65,"34,29"
Walrein,speed,65,"34,29"
Clamperl,speed,32,"15,43"
Clamperl,speed,32,"15,43"
Huntail,speed,52,"26,86"
Huntail,speed,52,"26,86"
Gorebyss,speed,52,"26,86"
Gorebyss,speed,52,"26,86"
Relicanth,speed,55,"28,57"
Relicanth,speed,55,"28,57"
Luvdisc,speed,97,"52,57"
Luvdisc,speed,97,"52,57"
Bagon,speed,50,"25,71"
Bagon,speed,50,"25,71"
Shelgon,speed,50,"25,71"
Shelgon,speed,50,"25,71"
Salamence,speed,120,"65,71"
Salamence,speed,120,"65,71"
Beldum,speed,30,"14,29"
Beldum,speed,30,"14,29"
Metang,speed,50,"25,71"
Metang,speed,50,"25,71"
Metagross,speed,110,"60,0"
Metagross,speed,110,"60,0"
Regirock,speed,50,"25,71"
Regirock,speed,50,"25,71"
Regice,speed,50,"25,71"
Regice,speed,50,"25,71"
Registeel,speed,50,"25,71"
Registeel,speed,50,"25,71"
Latias,speed,110,"60,0"
Latias,speed,110,"60,0"
Latios,speed,110,"60,0"
Latios,speed,110,"60,0"
Kyogre,speed,90,"48,57"
Kyogre,speed,90,"48,57"
Groudon,speed,90,"48,57"
Groudon,speed,90,"48,57"
Rayquaza,speed,115,"62,86"
Rayquaza,speed,115,"62,86"
Jirachi,speed,100,"54,29"
Jirachi,speed,100,"54,29"
Deoxys,speed,180,"100,0"
Deoxys,speed,180,"100,0"
Turtwig,speed,31,"14,86"
Turtwig,speed,31,"14,86"
Grotle,speed,36,"17,71"
Grotle,speed,36,"17,71"
Torterra,speed,56,"29,14"
Torterra,speed,56,"29,14"
Chimchar,speed,61,"32,0"
Chimchar,speed,61,"32,0"
Monferno,speed,81,"43,43"
Monferno,speed,81,"43,43"
Infernape,speed,108,"58,86"
Infernape,speed,108,"58,86"
Piplup,speed,40,"20,0"
Piplup,speed,40,"20,0"
Prinplup,speed,50,"25,71"
Prinplup,speed,50,"25,71"
Empoleon,speed,60,"31,43"
Empoleon,speed,60,"31,43"
Starly,speed,60,"31,43"
Starly,speed,60,"31,43"
Staravia,speed,80,"42,86"
Staravia,speed,80,"42,86"
Staraptor,speed,100,"54,29"
Staraptor,speed,100,"54,29"
Bidoof,speed,31,"14,86"
Bidoof,speed,31,"14,86"
Bibarel,speed,71,"37,71"
Bibarel,speed,71,"37,71"
Kricketot,speed,25,"11,43"
Kricketot,speed,25,"11,43"
Kricketune,speed,65,"34,29"
Kricketune,speed,65,"34,29"
Shinx,speed,45,"22,86"
Shinx,speed,45,"22,86"
Luxio,speed,60,"31,43"
Luxio,speed,60,"31,43"
Luxray,speed,70,"37,14"
Luxray,speed,70,"37,14"
Budew,speed,55,"28,57"
Budew,speed,55,"28,57"
Roserade,speed,90,"48,57"
Roserade,speed,90,"48,57"
Cranidos,speed,58,"30,29"
Cranidos,speed,58,"30,29"
Rampardos,speed,58,"30,29"
Rampardos,speed,58,"30,29"
Shieldon,speed,30,"14,29"
Shieldon,speed,30,"14,29"
Bastiodon,speed,30,"14,29"
Bastiodon,speed,30,"14,29"
Burmy,speed,36,"17,71"
Burmy,speed,36,"17,71"
Wormadam,speed,36,"17,71"
Wormadam,speed,36,"17,71"
Mothim,speed,66,"34,86"
Mothim,speed,66,"34,86"
Combee,speed,70,"37,14"
Combee,speed,70,"37,14"
Vespiquen,speed,40,"20,0"
Vespiquen,speed,40,"20,0"
Pachirisu,speed,95,"51,43"
Pachirisu,speed,95,"51,43"
Buizel,speed,85,"45,71"
Buizel,speed,85,"45,71"
Floatzel,speed,115,"62,86"
Floatzel,speed,115,"62,86"
Cherubi,speed,35,"17,14"
Cherubi,speed,35,"17,14"
Cherrim,speed,85,"45,71"
Cherrim,speed,85,"45,71"
Shellos,speed,34,"16,57"
Shellos,speed,34,"16,57"
Gastrodon,speed,39,"19,43"
Gastrodon,speed,39,"19,43"
Ambipom,speed,115,"62,86"
Ambipom,speed,115,"62,86"
Drifloon,speed,70,"37,14"
Drifloon,speed,70,"37,14"
Drifblim,speed,80,"42,86"
Drifblim,speed,80,"42,86"
Buneary,speed,85,"45,71"
Buneary,speed,85,"45,71"
Lopunny,speed,135,"74,29"
Lopunny,speed,135,"74,29"
Mismagius,speed,105,"57,14"
Mismagius,speed,105,"57,14"
Honchkrow,speed,71,"37,71"
Honchkrow,speed,71,"37,71"
Glameow,speed,85,"45,71"
Glameow,speed,85,"45,71"
Purugly,speed,112,"61,14"
Purugly,speed,112,"61,14"
Chingling,speed,45,"22,86"
Chingling,speed,45,"22,86"
Stunky,speed,74,"39,43"
Stunky,speed,74,"39,43"
Skuntank,speed,84,"45,14"
Skuntank,speed,84,"45,14"
Bronzor,speed,23,"10,29"
Bronzor,speed,23,"10,29"
Bronzong,speed,33,"16,0"
Bronzong,speed,33,"16,0"
Bonsly,speed,10,"2,86"
Bonsly,speed,10,"2,86"
Mime Jr.,speed,60,"31,43"
Mime Jr.,speed,60,"31,43"
Happiny,speed,30,"14,29"
Happiny,speed,30,"14,29"
Chatot,speed,91,"49,14"
Chatot,speed,91,"49,14"
Spiritomb,speed,35,"17,14"
Spiritomb,speed,35,"17,14"
Gible,speed,42,"21,14"
Gible,speed,42,"21,14"
Gabite,speed,82,"44,0"
Gabite,speed,82,"44,0"
Garchomp,speed,92,"49,71"
Garchomp,speed,92,"49,71"
Munchlax,speed,5,"0,0"
Munchlax,speed,5,"0,0"
Riolu,speed,60,"31,43"
Riolu,speed,60,"31,43"
Lucario,speed,112,"61,14"
Lucario,speed,112,"61,14"
Hippopotas,speed,32,"15,43"
Hippopotas,speed,32,"15,43"
Hippowdon,speed,47,"24,0"
Hippowdon,speed,47,"24,0"
Skorupi,speed,65,"34,29"
Skorupi,speed,65,"34,29"
Drapion,speed,95,"51,43"
Drapion,speed,95,"51,43"
Croagunk,speed,50,"25,71"
Croagunk,speed,50,"25,71"
Toxicroak,speed,85,"45,71"
Toxicroak,speed,85,"45,71"
Carnivine,speed,46,"23,43"
Carnivine,speed,46,"23,43"
Finneon,speed,66,"34,86"
Finneon,speed,66,"34,86"
Lumineon,speed,91,"49,14"
Lumineon,speed,91,"49,14"
Mantyke,speed,50,"25,71"
Mantyke,speed,50,"25,71"
Snover,speed,40,"20,0"
Snover,speed,40,"20,0"
Abomasnow,speed,30,"14,29"
Abomasnow,speed,30,"14,29"
Weavile,speed,125,"68,57"
Weavile,speed,125,"68,57"
Magnezone,speed,60,"31,43"
Magnezone,speed,60,"31,43"
Lickilicky,speed,50,"25,71"
Lickilicky,speed,50,"25,71"
Rhyperior,speed,40,"20,0"
Rhyperior,speed,40,"20,0"
Tangrowth,speed,50,"25,71"
Tangrowth,speed,50,"25,71"
Electivire,speed,95,"51,43"
Electivire,speed,95,"51,43"
Magmortar,speed,83,"44,57"
Magmortar,speed,83,"44,57"
Togekiss,speed,80,"42,86"
Togekiss,speed,80,"42,86"
Yanmega,speed,95,"51,43"
Yanmega,speed,95,"51,43"
Leafeon,speed,95,"51,43"
Leafeon,speed,95,"51,43"
Glaceon,speed,65,"34,29"
Glaceon,speed,65,"34,29"
Gliscor,speed,95,"51,43"
Gliscor,speed,95,"51,43"
Mamoswine,speed,80,"42,86"
Mamoswine,speed,80,"42,86"
Porygon-Z,speed,90,"48,57"
Porygon-Z,speed,90,"48,57"
Gallade,speed,110,"60,0"
Gallade,speed,110,"60,0"
Probopass,speed,40,"20,0"
Probopass,speed,40,"20,0"
Dusknoir,speed,45,"22,86"
Dusknoir,speed,45,"22,86"
Froslass,speed,110,"60,0"
Froslass,speed,110,"60,0"
Rotom,speed,86,"46,29"
Rotom,speed,86,"46,29"
Uxie,speed,95,"51,43"
Uxie,speed,95,"51,43"
Mesprit,speed,80,"42,86"
Mesprit,speed,80,"42,86"
Azelf,speed,115,"62,86"
Azelf,speed,115,"62,86"
Dialga,speed,90,"48,57"
Dialga,speed,90,"48,57"
Palkia,speed,100,"54,29"
Palkia,speed,100,"54,29"
Heatran,speed,77,"41,14"
Heatran,speed,77,"41,14"
Regigigas,speed,100,"54,29"
Regigigas,speed,100,"54,29"
Giratina,speed,90,"48,57"
Giratina,speed,90,"48,57"
Cresselia,speed,85,"45,71"
Cresselia,speed,85,"45,71"
Phione,speed,80,"42,86"
Phione,speed,80,"42,86"
Manaphy,speed,100,"54,29"
Manaphy,speed,100,"54,29"
Darkrai,speed,125,"68,57"
Darkrai,speed,125,"68,57"
Shaymin,speed,127,"69,71"
Shaymin,speed,127,"69,71"
Arceus,speed,120,"65,71"
Arceus,speed,120,"65,71"
Victini,speed,100,"54,29"
Victini,speed,100,"54,29"
Snivy,speed,63,"33,14"
Snivy,speed,63,"33,14"
Servine,speed,83,"44,57"
Servine,speed,83,"44,57"
Serperior,speed,113,"61,71"
Serperior,speed,113,"61,71"
Tepig,speed,45,"22,86"
Tepig,speed,45,"22,86"
Pignite,speed,55,"28,57"
Pignite,speed,55,"28,57"
Emboar,speed,65,"34,29"
Emboar,speed,65,"34,29"
Oshawott,speed,45,"22,86"
Oshawott,speed,45,"22,86"
Dewott,speed,60,"31,43"
Dewott,speed,60,"31,43"
Samurott,speed,70,"37,14"
Samurott,speed,70,"37,14"
Patrat,speed,42,"21,14"
Patrat,speed,42,"21,14"
Watchog,speed,77,"41,14"
Watchog,speed,77,"41,14"
Lillipup,speed,55,"28,57"
Lillipup,speed,55,"28,57"
Herdier,speed,60,"31,43"
Herdier,speed,60,"31,43"
Stoutland,speed,80,"42,86"
Stoutland,speed,80,"42,86"
Purrloin,speed,66,"34,86"
Purrloin,speed,66,"34,86"
Liepard,speed,106,"57,71"
Liepard,speed,106,"57,71"
Pansage,speed,64,"33,71"
Pansage,speed,64,"33,71"
Simisage,speed,101,"54,86"
Simisage,speed,101,"54,86"
Pansear,speed,64,"33,71"
Pansear,speed,64,"33,71"
Simisear,speed,101,"54,86"
Simisear,speed,101,"54,86"
Panpour,speed,64,"33,71"
Panpour,speed,64,"33,71"
Simipour,speed,101,"54,86"
Simipour,speed,101,"54,86"
Munna,speed,24,"10,86"
Munna,speed,24,"10,86"
Musharna,speed,29,"13,71"
Musharna,speed,29,"13,71"
Pidove,speed,43,"21,71"
Pidove,speed,43,"21,71"
Tranquill,speed,65,"34,29"
Tranquill,speed,65,"34,29"
Unfezant,speed,93,"50,29"
Unfezant,speed,93,"50,29"
Blitzle,speed,76,"40,57"
Blitzle,speed,76,"40,57"
Zebstrika,speed,116,"63,43"
Zebstrika,speed,116,"63,43"
Roggenrola,speed,15,"5,71"
Roggenrola,speed,15,"5,71"
Boldore,speed,20,"8,57"
Boldore,speed,20,"8,57"
Gigalith,speed,25,"11,43"
Gigalith,speed,25,"11,43"
Woobat,speed,72,"38,29"
Woobat,speed,72,"38,29"
Swoobat,speed,114,"62,29"
Swoobat,speed,114,"62,29"
Drilbur,speed,68,"36,0"
Drilbur,speed,68,"36,0"
Excadrill,speed,88,"47,43"
Excadrill,speed,88,"47,43"
Audino,speed,50,"25,71"
Audino,speed,50,"25,71"
Timburr,speed,35,"17,14"
Timburr,speed,35,"17,14"
Gurdurr,speed,40,"20,0"
Gurdurr,speed,40,"20,0"
Conkeldurr,speed,45,"22,86"
Conkeldurr,speed,45,"22,86"
Tympole,speed,64,"33,71"
Tympole,speed,64,"33,71"
Palpitoad,speed,69,"36,57"
Palpitoad,speed,69,"36,57"
Seismitoad,speed,74,"39,43"
Seismitoad,speed,74,"39,43"
Throh,speed,45,"22,86"
Throh,speed,45,"22,86"
Sawk,speed,85,"45,71"
Sawk,speed,85,"45,71"
Sewaddle,speed,42,"21,14"
Sewaddle,speed,42,"21,14"
Swadloon,speed,42,"21,14"
Swadloon,speed,42,"21,14"
Leavanny,speed,92,"49,71"
Leavanny,speed,92,"49,71"
Venipede,speed,57,"29,71"
Venipede,speed,57,"29,71"
Whirlipede,speed,47,"24,0"
Whirlipede,speed,47,"24,0"
Scolipede,speed,112,"61,14"
Scolipede,speed,112,"61,14"
Cottonee,speed,66,"34,86"
Cottonee,speed,66,"34,86"
Whimsicott,speed,116,"63,43"
Whimsicott,speed,116,"63,43"
Petilil,speed,30,"14,29"
Petilil,speed,30,"14,29"
Lilligant,speed,90,"48,57"
Lilligant,speed,90,"48,57"
Basculin,speed,98,"53,14"
Basculin,speed,98,"53,14"
Sandile,speed,65,"34,29"
Sandile,speed,65,"34,29"
Krokorok,speed,74,"39,43"
Krokorok,speed,74,"39,43"
Krookodile,speed,92,"49,71"
Krookodile,speed,92,"49,71"
Darumaka,speed,50,"25,71"
Darumaka,speed,50,"25,71"
Darmanitan,speed,55,"28,57"
Darmanitan,speed,55,"28,57"
Maractus,speed,60,"31,43"
Maractus,speed,60,"31,43"
Dwebble,speed,55,"28,57"
Dwebble,speed,55,"28,57"
Crustle,speed,45,"22,86"
Crustle,speed,45,"22,86"
Scraggy,speed,48,"24,57"
Scraggy,speed,48,"24,57"
Scrafty,speed,58,"30,29"
Scrafty,speed,58,"30,29"
Sigilyph,speed,97,"52,57"
Sigilyph,speed,97,"52,57"
Yamask,speed,30,"14,29"
Yamask,speed,30,"14,29"
Cofagrigus,speed,30,"14,29"
Cofagrigus,speed,30,"14,29"
Tirtouga,speed,22,"9,71"
Tirtouga,speed,22,"9,71"
Carracosta,speed,32,"15,43"
Carracosta,speed,32,"15,43"
Archen,speed,70,"37,14"
Archen,speed,70,"37,14"
Archeops,speed,110,"60,0"
Archeops,speed,110,"60,0"
Trubbish,speed,65,"34,29"
Trubbish,speed,65,"34,29"
Garbodor,speed,75,"40,0"
Garbodor,speed,75,"40,0"
Zorua,speed,65,"34,29"
Zorua,speed,65,"34,29"
Zoroark,speed,105,"57,14"
Zoroark,speed,105,"57,14"
Minccino,speed,75,"40,0"
Minccino,speed,75,"40,0"
Cinccino,speed,115,"62,86"
Cinccino,speed,115,"62,86"
Gothita,speed,45,"22,86"
Gothita,speed,45,"22,86"
Gothorita,speed,55,"28,57"
Gothorita,speed,55,"28,57"
Gothitelle,speed,65,"34,29"
Gothitelle,speed,65,"34,29"
Solosis,speed,20,"8,57"
Solosis,speed,20,"8,57"
Duosion,speed,30,"14,29"
Duosion,speed,30,"14,29"
Reuniclus,speed,30,"14,29"
Reuniclus,speed,30,"14,29"
Ducklett,speed,55,"28,57"
Ducklett,speed,55,"28,57"
Swanna,speed,98,"53,14"
Swanna,speed,98,"53,14"
Vanillite,speed,44,"22,29"
Vanillite,speed,44,"22,29"
Vanillish,speed,59,"30,86"
Vanillish,speed,59,"30,86"
Vanilluxe,speed,79,"42,29"
Vanilluxe,speed,79,"42,29"
Deerling,speed,75,"40,0"
Deerling,speed,75,"40,0"
Sawsbuck,speed,95,"51,43"
Sawsbuck,speed,95,"51,43"
Emolga,speed,103,"56,0"
Emolga,speed,103,"56,0"
Karrablast,speed,60,"31,43"
Karrablast,speed,60,"31,43"
Escavalier,speed,20,"8,57"
Escavalier,speed,20,"8,57"
Foongus,speed,15,"5,71"
Foongus,speed,15,"5,71"
Amoonguss,speed,30,"14,29"
Amoonguss,speed,30,"14,29"
Frillish,speed,40,"20,0"
Frillish,speed,40,"20,0"
Jellicent,speed,60,"31,43"
Jellicent,speed,60,"31,43"
Alomomola,speed,65,"34,29"
Alomomola,speed,65,"34,29"
Joltik,speed,65,"34,29"
Joltik,speed,65,"34,29"
Galvantula,speed,108,"58,86"
Galvantula,speed,108,"58,86"
Ferroseed,speed,10,"2,86"
Ferroseed,speed,10,"2,86"
Ferrothorn,speed,20,"8,57"
Ferrothorn,speed,20,"8,57"
Klink,speed,30,"14,29"
Klink,speed,30,"14,29"
Klang,speed,50,"25,71"
Klang,speed,50,"25,71"
Klinklang,speed,90,"48,57"
Klinklang,speed,90,"48,57"
Tynamo,speed,60,"31,43"
